stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.04356449999977485,,0.011529999999766005,0.04356449999977485,0.5469731999996839,0.5469731999996839,0.562528200000088,0.8464841999998498,2.377911799999765,right,,,,,,,,
