trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
124,0,124,0,159.9134606,,159.8943907,159.9134606,160.8983883,160.9150851,161.0847884,-3,down,1,0.1718856,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
125,0,125,0,161.112688,,161.0952198,161.112688,162.0976586,162.113794,162.2340154,-2,down,1,0.1248598,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
126,0,126,0,162.2625641,,162.2428168,162.2625641,163.2478484,163.2641398,163.2835668,-2,up,0,0.0252675,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
127,0,127,0,163.3121154,,163.2923339,163.3121154,164.2980011,164.3148239,164.383249,0,down,1,0.0683589,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
128,0,128,0,164.4114239,,164.3893841,164.4114239,165.3970848,165.4140453,165.4663244,0,up,1,0.0660444,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
129,0,129,0,165.4953104,,165.474948,165.4953104,166.4804635,166.4976362,166.5163304,0,down,0,0.0219136,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
130,0,130,0,166.5451115,,166.5259902,166.5451115,167.5300661,167.5468996,167.5509163,0,up,1,0.006842,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
131,0,131,0,167.5783253,,167.5606571,167.5783253,168.5633738,168.5798099,168.7826752,0,up,0,0.2011743,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
132,0,132,0,168.8115545,,168.7923946,168.8115545,169.7963472,169.8271379,169.8005714,2,down,1,0.001592,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
133,0,133,0,169.8271379,,169.8109038,169.8271379,170.8124011,170.8294454,170.947901,0,up,1,0.126795,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
134,0,134,0,170.9773037,,170.9571703,170.9773037,171.9622406,171.9795506,171.9820812,0,down,0,0.0155108,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
135,0,135,0,172.0103483,,171.9906322,172.0103483,172.994601,173.0110019,173.1122907,0,down,0,0.1003092,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
136,0,136,0,173.1278617,,173.1175619,173.1278617,174.129305,174.129305,174.312091,-5,down,1,0.1798117,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
137,0,137,0,174.3276411,,174.3174468,174.3276411,175.3272905,175.3272905,175.4822329,0,up,1,0.1458642,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
138,0,138,0,175.509704,,175.4935285,175.509704,176.4934258,176.5099867,176.7942902,-2,up,0,0.2857272,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
139,0,139,0,176.8100824,,176.7988114,176.8100824,177.8097808,177.8097808,177.9308717,0,down,0,0.1104995,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
140,0,140,0,177.9582213,,177.9380638,177.9582213,178.9435482,178.9610376,178.982511,0,up,1,0.0351896,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
141,0,141,0,179.0250477,,178.9998124,179.0250477,180.0091681,180.0258298,180.0613286,0,down,0,0.0356076,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
142,0,142,0,180.0758448,,180.0667513,180.0758448,181.0766755,181.0766755,181.1180777,2,down,1,0.0233193,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
143,0,143,0,181.1410875,,181.1288203,181.1410875,182.1255943,182.1426764,182.4102856,1,up,0,0.269434,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
144,0,144,0,182.4253717,,182.4142732,182.4253717,183.4258804,183.4258804,183.510617,0,up,1,0.0785089,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
145,0,145,0,183.5402582,,183.5175935,183.5402582,184.5247065,184.5427372,184.5961487,-2,down,1,0.0591736,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
146,0,146,0,184.6251682,,184.6034436,184.6251682,185.6077596,185.6247073,185.7442681,0,down,0,0.1196556,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
147,0,147,0,185.7732786,,185.7534133,185.7732786,186.7578077,186.7836586,186.9589212,-3,up,0,0.1898585,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
148,0,148,0,186.9740322,,186.9642701,186.9740322,187.9748642,187.9748642,188.1247568,0,down,0,0.1334924,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
149,0,149,0,188.1402133,,188.1287727,188.1402133,189.1411659,189.1411659,189.3083715,-2,up,0,0.1576168,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
150,0,150,0,189.3235218,,189.3121084,189.3235218,190.3245837,190.3245837,190.343887,0,down,0,0.0021094,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
151,0,151,0,190.3723075,,190.3541719,190.3723075,191.3575338,191.3744753,191.576945,1,down,1,0.2034108,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
152,0,152,0,191.6057734,,191.5869022,191.6057734,192.5906363,192.607974,192.6109607,0,up,1,0.0116464,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
153,0,153,0,192.6388392,,192.6217187,192.6388392,193.6238135,193.6411028,193.7769751,0,up,1,0.1370643,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
154,0,154,0,193.8051786,,193.786739,193.8051786,194.7903541,194.8070884,194.8102845,0,down,0,0.0084661,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
155,0,155,0,194.8383511,,194.8200553,194.8383511,195.8223256,195.8383829,196.3263263,-1,down,1,0.4848657,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
156,0,156,0,196.3545079,,196.3370843,196.3545079,197.3402698,197.3563018,197.4595459,0,down,0,0.1153316,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
157,0,157,0,197.4872751,,197.4697782,197.4872751,198.4722385,198.48953,198.5921517,0,down,0,0.1153797,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
158,0,158,0,198.6204959,,198.6007357,198.6204959,199.6053751,199.6222219,199.8580774,0,down,0,0.2372951,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
159,0,159,0,199.8868865,,199.8666811,199.8868865,200.8717891,200.8888626,201.0573477,3,down,1,0.1714005,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
160,0,160,0,201.0865662,,201.0663542,201.0865662,202.0717058,202.0885261,202.0914655,2,down,1,0.0126687,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
161,0,161,0,202.1200592,,202.1018526,202.1200592,203.1038901,203.1209895,203.2233003,0,down,1,0.1091012,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
162,0,162,0,203.2528237,,203.2322331,203.2528237,204.2375267,204.2547054,204.4396095,0,down,0,0.193954,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
163,0,163,0,204.46899,,204.4482005,204.46899,205.4540059,205.4855756,205.4576287,0,up,1,0.0013011,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
164,0,164,0,205.4855756,,205.4662817,205.4855756,206.4704842,206.4871895,206.7225794,-5,up,0,0.2349472,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
165,0,165,0,206.7519251,,206.7311348,206.7519251,207.7369141,207.7535153,207.772585,1,up,0,0.022634,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
166,0,166,0,207.8017133,,207.7812572,207.8017133,208.7865848,208.8038026,208.9220851,0,up,1,0.1183777,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
167,0,167,0,208.9514424,,208.9311446,208.9514424,209.9356576,209.9522579,209.9541768,4,up,0,0.0063628,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
168,0,168,0,209.9841128,,209.9606884,209.9841128,210.9693276,210.9862163,211.0549124,0,down,0,0.0687574,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
169,0,169,0,211.0841963,,211.0640955,211.0841963,212.0694646,212.0863799,212.1888503,0,down,0,0.1014474,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
170,0,170,0,212.2179995,,212.1986167,212.2179995,213.2023981,213.218805,213.3217066,0,down,0,0.1050051,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
171,0,171,0,213.3498926,,213.3305072,213.3498926,214.3354942,214.3522875,214.3714212,0,up,1,0.026355,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
172,0,172,0,214.3996949,,214.3813038,214.3996949,215.3849603,215.4015975,215.6707642,0,up,1,0.2705379,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
173,0,173,0,215.6995776,,215.6795381,215.6995776,216.684673,216.7013681,216.7373462,-1,down,1,0.049774,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
174,0,174,0,216.7662967,,216.7459842,216.7662967,217.7503651,217.7667844,217.9880683,0,down,0,0.220188,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
175,0,175,0,218.0162268,,217.9990355,218.0162268,219.0009111,219.0180439,219.1705784,0,down,1,0.1515312,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
176,0,176,0,219.1986405,,219.1806276,219.1986405,220.1844474,220.2012314,220.3209521,-1,down,1,0.1223707,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
177,0,177,0,220.3487761,,220.3324723,220.3487761,221.3338871,221.3508332,221.6695364,4,up,0,0.3267142,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
178,0,178,0,221.6985206,,221.679724,221.6985206,222.6835025,222.7010557,222.8366735,0,down,0,0.1348586,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
179,0,179,0,222.8645364,,222.8469425,222.8645364,223.8501225,223.8662875,223.9354668,2,up,0,0.0792179,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
180,0,180,0,223.9639417,,223.9442313,223.9639417,224.9491929,224.9663461,225.0677883,1,down,1,0.1034683,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
181,0,181,0,225.0975857,,225.0757084,225.0975857,226.0818187,226.0984438,226.3030161,0,down,1,0.2038392,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
182,0,182,0,226.3313622,,226.3142761,226.3313622,227.3158853,227.3322207,227.3533886,-2,down,1,0.0334241,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
183,0,183,0,227.3801508,,227.3641588,227.3801508,228.3803669,228.3993361,228.5699883,0,down,0,0.1756802,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
184,0,184,0,228.5966513,,228.581369,228.5966513,229.581736,229.5992383,229.7017295,0,down,0,0.1109391,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
185,0,185,0,229.7295333,,229.7114534,229.7295333,230.7145304,230.731146,230.8350468,0,down,0,0.1147436,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
186,0,186,0,230.8628397,,230.8437592,230.8628397,231.8477482,231.8644288,231.9009141,0,up,1,0.050742,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
187,0,187,0,231.9291687,,231.9096993,231.9291687,232.915343,232.9312901,232.9853269,-1,down,1,0.0531516,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
188,0,188,0,233.0125144,,232.9974402,233.0125144,233.9977771,234.0141592,234.2335958,-2,down,1,0.2327226,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
189,0,189,0,234.262203,,234.2433947,234.262203,235.2469999,235.2638143,235.3994871,0,down,0,0.1429336,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
190,0,190,0,235.4286922,,235.4094554,235.4286922,236.4141876,236.4307996,236.5000926,-1,up,0,0.0742702,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
191,0,191,0,236.5282745,,236.5101492,236.5282745,237.5124798,237.5291165,237.581224,0,down,1,0.0541025,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
192,0,192,0,237.6108337,,237.5876577,237.6108337,238.5964749,238.6127833,239.1129183,0,up,0,0.5049358,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
193,0,193,0,239.1288056,,239.118223,239.1288056,240.1297076,240.1297076,240.1650974,1,down,1,0.018636,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
194,0,194,0,240.1937079,,240.1752916,240.1937079,241.1775554,241.1941706,241.1956824,4,up,0,0.0104808,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
195,0,195,0,241.211486,,241.2009869,241.211486,242.2111071,242.2111071,242.2288873,0,down,0,0.0153433,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
196,0,196,0,242.2592969,,242.2383398,242.2592969,243.2438452,243.2603621,243.2620236,-3,up,0,0.0045327,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
197,0,197,0,243.2771033,,243.2670169,243.2771033,244.2770245,244.2770245,244.4452171,-3,up,0,0.1565223,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
198,0,198,0,244.4600856,,244.4504407,244.4600856,245.4601898,245.4601898,245.4951391,0,up,1,0.0173766,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
199,0,199,0,245.5099513,,245.5002952,245.5099513,246.5094877,246.5094877,246.64482,0,up,1,0.1303566,None,275654,1,2023-09-13_16h41.05.405,Orientation discrimination 1,2023.2.1,59.79008896,2023-09-13 16h41.27.793765 +0530
